,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
31582,1,196592,0,746,1131906,1,1,5036.9,29.5,27,10,0,164939,612106,0,0
61676,0,196592,0,706,980989,0,1,4071.13,26.8,44,6,0,163077,260062,0,0
81483,0,196570,0,726,584763,2,1,7358.13,19.4,0,6,0,90041,144188,0,0
74125,0,196548,0,730,1131678,0,1,15183.28,12.5,0,10,0,251389,524458,0,0
3021,1,196526,0,726,1508752,0,0,14710.37,14.5,0,12,0,111188,198704,0,0
12448,0,196526,0,751,1182484,2,1,18230.12,11.2,0,6,0,15846,382162,0,0
13324,0,196526,0,708,565725,2,1,9428.75,9.8,0,12,0,113905,181170,0,0
20992,0,196526,0,715,1131450,2,1,21120.4,16.9,12,20,0,185668,475640,0,0
64566,0,196526,0,725,1134642,0,1,25340.3,26.3,0,8,1,91884,227832,1,0
74215,0,196526,0,746,1508600,0,1,12697.32,13.5,3,22,0,1223296,8332104,0,0
71320,0,196504,0,742,1753567,0,1,5246.28,13,53,6,0,93955,148412,0,0
27342,0,196482,0,692,623922,2,1,11948.15,21.5,0,8,0,345420,409376,0,0
138,0,196460,0,746,942590,0,1,15160.1,23.5,0,8,0,138700,410718,0,0
81092,0,196460,0,734,1998287,0,1,36968.3,20.7,25,16,0,250648,815254,0,0
15421,1,196438,1,708,1357189,0,0,1583.46,23.1,0,5,0,93081,369094,0,0
50205,0,196438,0,727,674785,2,13,10065.25,7.8,0,6,0,109630,345862,0,0
68645,0,196416,0,725,753920,2,1,13884.82,17.1,0,8,4,157776,202994,1,2
23929,0,196394,0,740,791540,2,1,12664.64,18.5,80,6,1,51376,176506,1,0
41983,0,196394,0,721,848084,2,1,16608.09,12.6,36,10,0,62795,207152,0,0
43803,0,196394,0,716,806132,0,1,7255.15,21.4,0,9,1,128345,240086,1,0
52931,0,196394,0,743,942305,2,1,11935.8,9.3,0,7,0,241832,358072,0,0
37865,0,196372,0,661,648717,1,1,18650.4,7,0,9,0,33668,120296,0,0
79288,0,196372,0,750,1747069,0,4,23148.65,21.6,0,6,0,138909,245564,0,0
39047,1,196350,0,729,447241,2,4,9839.34,18,0,18,0,61579,360074,0,0
24047,1,196328,0,714,565155,2,1,6169.68,8.3,46,8,0,164597,294558,0,0
68722,1,196328,0,735,630458,1,1,12976.81,17.9,65,11,0,191159,285230,0,0
35159,0,196306,0,664,1186702,0,0,8623.34,13.8,0,6,0,158156,344872,0,0
44946,0,196284,0,714,1073576,0,1,11272.51,13.9,0,13,1,403617,724548,1,0
7143,0,196262,0,713,1318296,2,1,24827.87,13.8,0,10,0,241319,497200,0,0
23772,0,196262,0,751,1280638,1,1,27106.54,22.7,62,19,0,312873,1741674,0,0
35370,0,196262,0,712,576213,2,1,10899.92,9.1,22,9,0,97261,372878,0,0
7820,0,196240,0,712,1318163,2,1,13071.81,27,5,7,0,568822,772156,0,0
24930,0,196240,0,737,1600636,2,1,4935.25,11.9,0,5,0,68761,165550,0,0
50963,0,196240,0,730,715578,2,1,7573.21,12.8,67,12,0,57266,409310,0,0
26028,0,196218,0,730,968335,0,1,20738.5,19.2,0,10,0,501277,667920,0,0
671,0,196196,0,739,378632,0,1,2120.4,6.8,0,3,0,80028,188320,0,0
13004,0,196196,0,716,813333,2,8,10803.78,8.7,0,7,0,103417,194084,0,0
52968,0,196196,0,740,954560,0,1,17420.72,16.4,0,8,0,467837,585618,0,0
54045,1,196196,0,667,699124,1,1,17477.91,20,7,9,2,49096,116974,2,0
17314,0,196174,0,748,941260,0,1,8549.81,23.1,49,6,0,255569,1006544,0,0
79543,0,196174,0,712,1600142,0,1,29069.24,22.5,0,15,0,257640,612568,0,0
5328,0,196130,0,717,1242695,0,1,14394.4,17.8,18,18,0,81624,421938,0,0
11570,0,196130,0,692,470535,2,4,12508.27,9.4,0,10,0,72713,402798,0,0
21719,1,196130,0,711,1242087,2,1,16250.7,20.6,36,17,1,181336,613954,1,0
26493,0,196130,0,744,1505712,0,1,11669.23,19.1,44,8,0,63916,339504,0,0
38835,0,196130,0,702,1505712,0,7,23715.04,11.3,0,14,0,173223,416152,0,0
60416,0,196130,0,721,1806672,1,1,56608.98,31.1,0,14,0,726940,981024,0,0
246,0,196108,0,715,865602,0,1,11397.34,18.8,29,11,1,185478,259402,1,0
2290,0,196108,0,714,846792,2,1,15383.35,22.6,0,7,0,336110,440242,0,0
46365,0,196086,0,750,1228160,0,4,1627.35,18.3,0,6,0,51889,411532,0,0
48142,0,196086,0,738,564471,2,1,4459.3,17,0,3,0,77235,154726,0,0
66168,0,196086,0,741,496128,2,1,7359.27,20.6,0,8,0,183958,446578,0,0
15023,0,196020,0,732,1185030,2,1,31502,25.4,13,22,0,500517,688292,0,0
27304,1,196020,1,731,507870,2,4,2386.97,16.7,0,4,0,89395,121924,0,0
39132,0,196020,0,719,514995,2,1,6523.27,10.8,0,9,0,151126,267146,0,0
70826,0,196020,0,719,629451,1,1,7395.94,5.7,0,16,0,116888,247434,0,0
75210,0,196020,0,747,1279289,0,1,15245.03,20.8,0,12,0,243485,3278308,0,0
75337,0,196020,1,708,790020,2,4,15102.53,21.5,22,6,0,255322,348634,0,0
21181,0,195998,0,747,1598698,0,1,32906.29,11.9,0,14,0,348954,1110010,0,0
15978,1,195976,0,661,1222403,2,1,14159.56,16.1,0,14,0,493354,640420,0,0
61386,0,195976,0,724,1692558,0,1,19323.38,6.5,0,19,0,434739,1170664,0,0
72063,0,195976,0,692,504146,0,1,10461.02,34.5,40,5,0,74556,206008,0,0
11900,0,195932,0,741,846032,1,1,5731.92,11.2,32,3,0,167086,311542,0,0
13026,0,195932,0,682,1034037,2,1,5885.25,10,0,15,0,158289,278542,0,0
49194,0,195932,0,720,752096,0,1,10905.43,10.1,0,15,0,347054,496122,0,0
56182,0,195932,0,739,639217,2,1,9108.79,15,28,11,0,254429,696454,0,0
59363,0,195932,0,697,703893,2,1,10968.89,9.5,32,15,0,169993,626868,0,0
6339,1,195910,0,717,590995,2,1,8126.3,22.6,0,9,0,249299,357698,0,0
29132,0,195910,0,714,446234,2,1,8329.79,11.5,0,11,0,70357,351142,0,0
76508,0,195910,0,716,1221909,2,1,8380.14,17,47,13,0,189772,593890,0,0
4301,0,195888,0,705,1466135,2,1,22602.97,16.8,1,17,0,212496,961114,0,0
14870,0,195888,0,748,939835,0,1,5920.97,15.9,0,19,0,280174,1334982,0,0
41547,1,195888,0,719,676685,0,1,11447.12,12.3,59,10,0,135299,206668,0,0
43857,0,195888,0,724,977436,2,1,17512.3,14.3,0,28,0,240027,849948,0,0
51485,0,195888,0,716,800641,2,1,4003.11,6.4,0,3,0,156617,236126,0,0
83036,0,195888,0,738,1315769,2,1,5208.28,11.7,0,9,0,225454,391952,0,0
84833,0,195866,0,656,471770,1,1,9710.71,7.2,0,5,0,277229,380798,0,0
67800,0,195844,0,745,1127574,1,1,13342.94,21.1,0,12,0,260547,859496,0,0
71082,0,195844,0,737,816506,0,1,21569.56,11.7,0,18,0,84113,388058,0,0
12110,0,195822,0,690,471067,1,1,8636.07,12.8,71,7,0,54834,89430,0,0
45558,0,195822,0,724,939550,2,1,5261.48,12,30,10,0,141759,237204,0,0
70873,1,195822,0,722,472625,1,1,8704.28,24,11,12,0,276830,633490,0,0
71087,1,195822,0,742,1259947,0,1,34228.5,40.5,0,6,0,659186,1079562,0,0
11666,0,195800,0,739,1784974,0,1,14830.07,28.5,57,8,0,91789,235136,0,0
7691,0,195778,0,741,1211782,2,1,6634.42,17.5,33,9,0,103151,171842,0,0
14586,0,195778,0,738,1494616,0,1,36493.49,7.9,0,23,0,247513,590898,0,0
2460,1,195756,0,704,1202263,2,1,29755.9,21.1,13,18,0,487179,882772,0,0
7250,1,195756,0,746,507205,2,4,7777.08,9.9,0,8,0,84208,145750,0,0
44160,0,195756,0,741,2348172,2,1,8296.92,14.9,0,4,1,44669,147774,1,0
45149,0,195756,0,709,2141528,0,1,25519.85,14.2,15,13,0,203908,348238,0,0
34126,0,195734,0,746,1220807,0,1,11902.74,13.7,0,11,0,394117,846626,0,0
80501,0,195734,0,737,2160091,0,1,46982.06,28.7,18,18,0,599032,955394,0,0
9180,0,195712,0,716,1126776,2,1,25070.69,14.7,23,18,0,154850,251130,0,0
15678,0,195712,0,751,1152426,2,1,14789.41,13.5,0,10,0,98819,605418,0,0
59323,0,195712,0,715,2600416,2,4,12027,12.4,72,9,0,94829,419078,0,0
25122,0,195690,0,738,788671,1,1,12289.96,10.9,0,17,0,183103,452056,0,0
34573,0,195690,0,725,1089099,1,1,7623.75,15.6,0,15,0,166763,456478,0,0
39507,0,195690,0,688,835772,2,1,8984.53,12,0,7,0,73131,92444,0,0
47005,0,195690,0,747,901322,2,1,5355.34,20.8,0,7,0,99066,156508,0,0
67889,0,195690,0,732,510321,2,1,12800.49,12.7,67,15,0,143051,405966,0,0
39068,0,195668,0,721,1444380,2,1,7366.3,16.2,17,6,0,58558,98142,0,0
36412,0,195646,0,740,1220313,1,1,11999.64,17,40,10,0,211166,669878,0,0
17701,0,195602,0,740,489364,1,1,8808.4,27,16,9,0,270332,387882,0,0
67544,0,195602,0,729,1088662,2,1,6377.73,28.6,32,9,0,255341,579744,0,0
78464,0,195602,0,695,656963,2,10,3432.73,10.6,0,5,0,160189,633028,0,0
49757,0,195580,0,746,788272,0,1,7751.24,15.8,42,12,0,214434,453904,0,0
7646,1,195558,0,725,1313641,2,1,9480.24,15.5,21,5,0,12882,17380,0,0
18245,0,195558,0,747,1501304,1,1,19391.78,35.3,33,15,0,40432,487564,0,0
29278,0,195558,0,732,1125978,0,1,18015.61,10.5,0,11,0,226480,429902,0,0
66678,1,195558,0,715,720632,2,1,3849.4,15.5,58,3,0,4465,10868,0,0
33391,0,195536,0,683,705793,1,8,17233.19,9.7,0,7,0,167029,297990,0,0
83127,0,195536,0,730,844322,2,1,13649.79,9.6,31,13,0,79287,263076,0,0
2500,0,195514,0,722,675374,2,1,17222.17,14.9,0,13,0,265050,519288,0,0
83271,0,195514,0,743,2138716,0,1,22812.92,34.8,0,7,1,160683,273614,1,0
6487,1,195492,0,740,3470369,0,1,36438.77,20.4,12,13,0,240407,341154,0,0
19281,1,195492,0,734,1393764,0,0,13821.55,17.6,0,10,0,300865,597564,0,0
47533,0,195492,0,741,937935,1,1,13365.55,19.2,35,6,0,170582,265100,0,0
29609,1,195470,0,707,581457,2,1,8867.3,15,0,9,1,121657,267278,1,0
31423,0,195470,0,743,567302,2,1,6334.98,11,0,9,0,167675,278938,0,0
43478,1,195470,0,739,543951,2,1,7615.2,30.3,0,8,0,257488,558338,0,0
49053,0,195470,0,746,712766,2,1,13720.66,9.5,0,17,0,41781,913000,0,0
62590,0,195470,0,732,1781896,0,1,19452.39,13.2,7,16,3,133418,258346,0,0
16435,0,195448,0,748,855855,2,1,13979.06,10.6,0,17,1,87818,598092,1,0
50771,1,195448,0,748,911924,0,2,13527.05,12.1,0,10,0,93632,547602,0,0
80329,0,195448,0,739,1115908,0,1,8211.23,22,44,10,0,118389,204292,0,0
28056,1,195426,0,741,1260935,1,1,6010.46,9.3,0,4,0,237063,370414,0,0
38234,0,195426,0,723,385776,2,6,2912.7,14,0,4,0,132145,312906,0,0
14749,0,195404,0,749,1068807,1,4,8568.24,23.6,0,7,0,1069434,4155338,0,0
19314,0,195404,0,751,1106313,2,1,13921.11,13.8,0,7,0,176396,660968,0,0
35379,0,195404,0,732,570456,2,1,10030.48,15.2,0,13,2,111758,288178,1,1
64105,1,195404,0,749,342266,2,1,6902.51,11,0,7,0,98496,264022,0,0
50955,1,195382,0,738,1762421,0,1,49054.01,29.9,63,20,0,176206,662420,0,0
77902,0,195382,0,736,656222,1,1,3406.89,8,0,5,0,200621,414810,0,0
83261,0,195382,0,731,1312444,0,1,21108.43,10.5,0,18,0,388227,1019304,0,0
63680,0,195360,0,734,716319,2,1,4590.4,15.7,50,8,0,156674,310640,0,0
40725,1,195338,0,738,2642843,0,4,29511.56,25.6,30,13,0,90725,190982,0,0
66341,0,195338,0,703,484785,2,1,12887.13,13.6,72,12,0,257982,355608,0,0
67681,0,195338,1,733,629850,0,6,2472.09,24,18,9,0,93689,1043108,0,0
81900,0,195338,0,662,950475,2,4,4142.57,14.1,32,9,0,97147,310706,0,0
48176,0,195316,0,681,1075115,2,1,11288.66,12.3,91,18,1,163001,306900,1,0
57468,1,195316,0,692,693443,2,1,12655.33,14.4,0,7,0,66614,158378,0,0
8463,0,195294,0,750,1180603,0,1,26170.03,28.8,0,10,0,594738,1659394,0,0
56499,1,195294,0,715,494095,1,1,8646.71,15.3,0,6,0,157852,228734,0,0
79205,0,195294,0,715,1405487,2,1,19676.78,12.1,63,10,0,244587,314666,0,0
79704,0,195294,0,749,1933934,0,4,12119.34,26.2,0,10,0,82878,1156298,0,0
21985,1,195272,0,747,1667668,0,1,34465.05,14.8,67,14,2,112252,437668,0,0
58784,0,195272,0,729,936890,0,1,16317.39,19.8,23,14,0,153273,282172,0,0
70586,0,195272,0,750,1967469,0,1,15444.72,24,0,18,0,732887,4079856,0,0
74756,1,195272,0,743,654037,0,1,13298.67,18.7,0,9,0,168663,452078,0,0
70731,1,195250,0,707,1030484,2,1,22498.66,14.7,66,11,0,295659,664730,0,0
18479,0,195228,0,737,811053,1,1,3014.54,15.9,22,3,0,127870,195338,0,0
34464,0,195228,0,704,383192,2,1,4502.43,8.3,0,7,0,197828,328152,0,0
39612,0,195228,0,722,483132,0,4,13326.03,11.9,55,24,0,127015,552948,0,0
819,0,195206,0,750,1015588,0,1,12830.13,15.4,0,9,0,236170,836286,0,0
10848,1,195206,0,722,1292513,0,1,27358.29,15.2,0,14,0,325337,446864,0,0
46440,0,195206,0,721,493905,2,1,11977.03,9.8,0,16,0,474487,1356564,0,0
1907,0,195184,0,712,483037,2,1,9177.57,12,0,8,0,179208,219340,0,0
38687,1,195184,0,725,1161280,2,1,4741.83,11.9,0,4,0,117477,134420,0,0
14856,0,195162,0,715,655500,1,1,4604.84,9.2,0,4,0,150499,216744,0,0
7862,0,195140,1,722,495729,2,6,10658.24,27.9,0,13,0,121315,295746,0,0
30170,0,195140,0,750,2434185,2,6,10101.92,27.4,0,9,0,83011,2464418,0,0
71424,0,195140,0,735,936320,0,1,16775.67,25,22,17,0,218462,275242,0,0
78305,0,195140,0,740,1029857,2,1,14846.98,11,0,9,0,145236,173536,0,0
15389,0,195118,0,667,664544,1,1,14010.6,14.1,25,7,0,249318,323268,0,0
1193,0,195096,0,717,664468,2,1,14950.53,28.6,0,15,0,179094,296670,0,0
45702,0,195096,0,698,1234012,2,1,12751.47,12,51,14,0,230375,336402,0,0
2609,0,195052,0,724,954560,2,1,23386.72,12.5,0,8,0,341658,446512,0,0
5792,0,195030,0,713,666995,2,1,17342.06,11.3,59,9,0,183578,242638,0,0
50393,0,195030,0,750,1777925,0,1,10712.01,10.8,0,11,0,100909,605418,0,0
84184,0,195030,0,737,860890,2,3,6528.4,19,42,5,0,96311,194964,0,0
84781,0,195030,0,743,1822233,0,1,16855.66,24.5,0,15,1,167979,617496,1,0
68759,0,195008,0,707,943141,2,13,16583.58,16,0,20,0,187587,533654,0,0
73301,1,194964,0,695,865944,0,1,13782.98,38.2,17,9,0,84322,109956,0,0
83,1,194942,0,742,1212238,2,1,25254.99,27.4,19,13,1,176396,339834,1,0
35659,0,194942,0,730,692170,2,1,12401.49,9.7,7,8,0,108699,231770,0,0
36272,0,194942,0,738,841757,2,1,15081.25,22.7,25,9,1,139992,281424,1,0
49631,0,194942,0,744,1683495,0,1,17396.21,16,28,14,0,180652,246972,0,0
63262,1,194942,0,729,748220,0,1,14652.61,22.4,33,10,0,347586,546084,0,0
67046,0,194942,0,745,1141045,2,1,20823.81,16.4,0,10,0,210235,277266,0,0
70008,0,194942,0,698,1515307,0,1,14774.21,16.1,0,25,0,503519,1024628,0,0
1816,0,194920,0,740,1253145,2,1,19423.7,12,20,13,0,215517,572374,0,0
49662,0,194898,0,707,1346530,0,4,24798.42,16,4,10,0,139536,769362,0,0
9734,1,194876,0,697,518453,2,1,9375.17,10.7,0,4,0,96691,196438,0,0
13634,0,194854,0,742,1589331,0,1,12714.61,15.7,0,16,0,439261,1161248,0,0
63437,0,194854,0,741,972287,0,1,21876.6,16.5,0,8,0,169290,335654,0,0
6619,0,194810,0,730,1121646,0,1,17198.61,39.4,7,16,0,161747,486442,0,0
31933,1,194810,0,739,492176,2,1,4388.62,12.5,0,11,0,216828,450736,0,0
34125,0,194810,0,750,1402067,0,1,15072.13,25.5,0,16,1,76418,514448,1,0
63372,0,194810,0,745,934705,0,1,5436.85,16,0,8,0,79249,611710,0,0
64428,0,194810,0,739,559284,2,1,9461.24,15,30,9,0,112423,352748,0,0
83071,0,194810,0,700,1626381,0,0,43641.29,20.6,0,14,0,265430,331210,0,0
82644,0,194788,0,746,2056142,2,1,7350.72,14.1,0,10,0,309491,646844,0,0
3857,0,194744,0,701,1177259,0,4,9015.88,13.8,18,4,0,67241,88660,0,0
29921,1,194744,0,721,494627,2,1,4492.74,22.5,0,7,0,191691,847154,0,0
33093,0,194744,0,742,840978,2,1,13245.47,20.7,0,6,0,272403,436854,0,0
33505,0,194744,0,708,1161869,0,1,6709.66,11.7,0,11,0,123899,178002,0,0
1407,0,194722,0,718,1643481,2,1,18215.3,19.9,0,6,0,775637,1228612,0,0
37180,0,194722,0,708,568461,2,1,9711.28,10.4,53,8,0,93860,265694,0,0
52186,1,194722,0,733,1588191,0,1,18131.89,10.8,0,11,0,236645,305140,0,0
55314,0,194722,0,742,1566702,2,11,2350.11,9.2,33,8,0,142253,558338,0,0
80090,0,194722,0,741,1345295,0,1,25112.11,21.4,11,12,0,332139,696696,0,0
11555,0,194700,0,731,1027558,2,1,4581.09,22.7,0,5,0,150347,212014,0,0
20660,0,194700,0,720,1752161,2,1,33144.93,26.3,0,13,0,1064437,1656600,0,0
52364,0,194700,0,746,822035,0,1,15070.8,29.6,0,18,0,62624,1133000,0,0
56682,0,194700,0,742,1158335,2,1,7239.57,19.3,0,6,0,221008,636614,0,0
57055,0,194700,0,735,509295,0,3,5474.85,13.5,58,13,0,172577,657360,0,0
70092,1,194700,0,717,484595,2,1,8440.18,18.3,0,7,1,196327,280654,1,0
80031,0,194700,0,742,521037,0,1,11636.55,21.1,81,10,1,157643,311476,1,0
25709,0,194678,0,706,1214252,2,1,23000.07,23.6,79,21,0,177878,432696,0,0
59956,0,194678,0,742,511518,2,1,8567.86,14.5,0,13,0,335426,658262,0,0
64209,0,194656,0,737,1214138,1,1,26407.34,6,0,6,0,133038,239932,0,0
84427,0,194656,0,710,729315,1,4,3506.64,16,51,9,1,106609,394394,0,0
19038,0,194634,0,745,840427,1,1,6877.62,22.6,9,5,0,46360,170412,0,0
45495,0,194634,0,719,1396975,0,1,4237.57,13.3,51,8,0,69160,268686,0,0
17219,0,194612,0,734,784358,1,1,11046.41,22.9,0,9,1,168530,460218,1,0
50091,0,194612,0,751,2334397,2,4,21593.12,17.8,0,18,0,942628,14951508,0,0
84291,0,194590,0,721,2022531,1,1,22247.86,21,26,7,1,14630,105952,1,0
26786,0,194568,0,715,869193,2,1,13689.88,7,0,9,0,131328,337920,0,0
64367,1,194568,0,654,2577825,2,4,10569.13,16.1,64,6,0,240939,289718,0,0
16844,0,194546,0,726,1082829,0,1,3438.05,15.2,43,8,0,30913,194546,0,0
30904,1,194546,0,725,1157499,2,1,19291.65,21.7,71,6,0,156009,291808,0,0
82556,0,194546,0,713,2240100,2,1,5674.92,13.7,0,9,0,79895,118910,0,0
71056,0,194524,0,736,615961,2,1,12000.97,18.1,43,17,1,174686,250646,1,0
7304,0,194502,0,733,508079,2,1,5419.56,14.6,0,8,0,209703,488554,0,0
28518,0,194502,0,750,849357,2,1,11678.73,9.3,0,9,0,176491,452122,0,0
47125,0,194502,0,737,1440846,1,1,26415.32,33.6,64,17,0,701100,969914,0,0
54518,0,194480,0,742,1287668,2,1,9024.43,16,0,7,0,282036,431970,0,0
8155,0,194458,0,746,1362167,0,1,16346.08,18.5,9,10,0,201058,596926,0,0
73630,0,194458,0,738,1772700,0,1,14920.13,18.8,32,12,0,602015,849046,0,0
65694,0,194436,0,738,1175454,2,1,14693.27,22.9,0,14,0,114855,363374,0,0
12735,0,194414,0,692,486400,2,1,5512.47,25,0,8,0,197562,450318,0,0
49996,0,194414,0,731,911867,0,1,22340.58,14,66,10,0,216391,457204,0,0
45172,1,194392,0,714,746168,2,9,11503.55,15.4,6,13,0,3743,149710,0,0
20186,0,194370,0,714,991952,0,4,11242.11,21,32,6,0,168017,448272,0,0
11655,0,194348,0,749,1864850,0,0,24709.31,26.5,0,18,0,116204,1416272,0,0
30527,0,194348,0,736,783237,2,1,3283.01,13.4,0,5,0,252301,432146,0,0
57326,0,194348,0,717,1212276,0,0,7758.65,17,0,14,0,337573,1188066,0,0
72183,0,194348,0,728,783313,2,1,7480.68,20.6,48,3,0,145578,319858,0,0
71457,0,194326,0,732,501923,2,1,9285.68,18.7,0,9,0,289142,481734,0,0
73123,0,194326,0,742,458698,2,1,7553.45,18,47,6,0,182362,320914,0,0
35004,1,194304,0,741,1225614,0,1,27065.69,29.1,25,12,0,620445,963028,0,0
36697,0,194304,0,724,1169944,2,1,10724.55,7,0,7,0,143982,412632,0,0
42625,0,194304,0,724,922906,2,1,13459.22,14.9,0,10,0,368942,621808,0,0
79283,1,194304,0,729,344926,2,1,3363.19,20,0,9,1,172216,308704,1,0
38697,0,194282,0,734,596562,2,1,3783.09,6.3,0,5,0,140277,311146,0,0
56848,0,194282,0,739,1118568,0,1,20879.86,19.6,68,13,0,168416,287210,0,0
63399,0,194282,0,692,1582339,0,4,38371.83,22.3,22,26,0,691068,992772,0,0
71714,0,194260,0,696,726997,2,7,14418.72,10.6,0,9,0,213940,263252,0,0
32041,0,194238,0,716,468597,2,1,4373.42,11.2,0,6,0,147668,319000,0,0
56988,1,194238,0,735,1584315,1,0,10667.74,17.8,30,9,0,128649,228822,0,0
63300,1,194238,0,683,564585,2,1,7857.26,21.8,40,10,1,35587,211310,1,0
12764,0,194216,0,722,525559,2,4,858.42,9.8,0,4,0,26695,58300,0,0
35456,0,194216,0,705,1200838,1,1,23015.84,22.4,0,8,0,1630447,6890070,0,0
38224,0,194216,0,737,559113,2,1,11461.75,14.9,72,13,0,209722,578182,0,0
58545,1,194216,0,699,1118226,0,6,9877.72,15.4,0,10,0,139593,446512,0,0
18062,0,194194,0,746,428602,0,1,10001.03,26.4,0,5,0,254828,857780,0,0
29441,0,194194,0,707,1677168,2,1,28232.29,36.5,0,9,0,734939,910140,0,0
67833,0,194194,0,745,670871,2,4,8162.21,17.1,50,8,0,11001,335016,0,0
81528,1,194194,0,734,1593796,2,1,28688.48,15.1,0,13,0,597911,1133110,0,0
45579,1,194172,0,726,1304331,0,1,22282.25,15,23,12,1,144305,287078,1,0
71817,1,194172,1,685,1173896,2,5,17804.14,20.8,14,13,1,199538,377520,0,1
77227,1,194172,0,737,711569,0,1,12748.81,13,23,9,0,173299,506748,0,0
14898,0,194150,0,738,1448047,2,1,12187.74,11.1,28,21,0,198607,916212,0,0
19406,0,194150,0,748,707921,2,1,2943.86,17.9,0,7,0,178030,1482954,0,0
4696,0,194128,0,718,1737854,0,1,41563.83,15,10,15,0,92644,174988,0,0
11676,0,194128,0,740,670586,2,1,9052.93,19.4,25,21,0,211109,625174,0,0
50554,1,194128,0,717,2701002,1,1,7472.89,15.6,0,13,1,156313,247940,1,0
56065,0,194128,0,723,1657864,2,1,22657.31,6.7,0,19,3,102809,308396,0,3
71531,0,194128,0,696,466526,2,1,14034.92,13.7,11,23,0,134083,628584,0,0
77085,0,194128,0,720,1024328,0,4,8117.75,15.2,39,11,0,59964,277750,0,0
25042,0,194106,0,741,1142964,0,1,15811.04,13.8,0,11,0,264347,797104,0,0
9565,1,194084,0,739,614593,2,1,10191.79,27.4,0,9,0,93461,144474,0,0
21323,0,194084,0,731,1048249,0,4,15636.24,15.7,0,7,0,251541,459382,0,0
38111,0,194084,0,737,720062,2,1,10020.79,15.9,75,13,0,271738,386056,0,0
71385,0,194084,0,735,829958,2,1,13763.41,11.2,34,12,0,162165,209088,0,0
82100,0,194084,0,713,561963,2,1,6041.05,12.2,0,10,2,99161,282788,2,0
5932,0,194062,0,736,893855,0,1,16908.67,23,33,9,0,263473,716166,0,0
43096,1,194062,0,707,707636,2,1,18280.47,12.6,66,17,0,206283,413952,0,0
52142,0,194062,0,692,581001,2,1,8230.8,18.2,75,4,0,65417,109956,0,0
69010,0,194062,0,717,944205,1,1,14320.3,15.6,25,11,1,92226,177122,1,0
82382,0,194062,0,738,651776,2,1,7060.78,13.2,0,4,0,138206,183326,0,0
7771,0,194040,0,740,1239142,0,1,29222.95,11.9,0,16,0,296115,767030,0,0
76248,0,194018,0,749,1396367,0,0,1524.37,16.8,0,10,0,18601,978912,0,0
1448,1,193996,0,735,2233944,2,1,8246.95,16.5,16,14,0,285171,530860,0,0
75584,0,193996,0,746,595726,2,4,6354.36,9.3,0,4,0,284962,596662,0,0
29245,0,193974,0,699,781793,2,1,12834.5,16.3,71,15,1,130169,351340,1,0
36887,0,193974,0,720,576042,2,1,15073.08,11.9,54,5,0,94031,133430,0,0
17309,0,193952,0,713,744496,2,1,15882.48,14.3,22,11,0,150195,180994,0,0
52318,0,193952,0,721,812953,0,1,11381.19,31.5,32,10,1,169632,320958,1,0
6567,0,193930,0,750,1320956,0,1,14090.21,34.1,60,7,0,118902,378224,0,0
37452,0,193930,0,715,874608,2,1,14795.3,21.2,0,12,0,139194,338580,0,0
39377,0,193930,0,743,792566,0,1,8652.22,15.2,48,4,0,69217,163900,0,0
31208,0,193908,0,741,2363049,0,1,23827.33,21,11,7,1,113107,249942,1,0
52462,0,193908,0,676,493354,2,10,12662.74,8,0,9,0,100662,235004,0,0
64839,0,193908,0,736,781489,2,1,5411.77,9.9,0,9,0,160455,373054,0,0
65218,1,193908,0,732,1674603,0,3,18978.91,29.9,74,15,0,961305,6183782,0,0
81256,0,193908,0,742,1522432,2,1,12433.22,19,0,13,0,441598,628166,0,0
28661,0,193886,0,720,746320,1,1,12189.83,22.3,27,8,2,41857,283382,2,0
49302,0,193886,0,751,2568857,0,0,18945.28,22.1,0,14,0,622345,6551006,0,0
50015,0,193864,0,741,1339405,1,1,21765.45,34,53,12,0,182780,245520,0,0
74218,1,193864,0,716,1254513,2,1,1965.36,10.5,36,5,5,31920,122804,0,4
63948,1,193842,0,737,490447,2,1,8787.12,9,0,9,0,184091,371360,0,0
7069,0,193820,0,739,743964,2,1,5282.19,17.6,30,4,0,110865,271414,0,0
34130,0,193798,0,745,1301804,2,1,2571.08,11.9,0,6,0,85253,387090,0,0
45430,0,193798,0,709,1053151,2,4,20009.85,20.1,8,15,0,663480,1329130,0,0
63662,1,193798,0,673,561051,2,1,6031.36,13.7,0,7,0,245993,292446,0,0
12483,0,193776,0,688,762413,2,1,23952.16,16.8,0,15,1,230679,676192,0,0
25335,1,193776,0,703,1225747,0,3,1828.37,12.9,0,5,0,65113,139612,0,0
33176,0,193776,0,734,490295,0,1,11726.23,15.3,0,18,1,118009,203038,1,0
81526,0,193776,0,741,966948,2,1,17888.69,14.3,55,9,0,77938,448954,0,0
35181,0,193754,0,710,743660,2,1,12332.33,8.8,0,13,0,182039,365970,0,0
45070,1,193754,0,739,789184,2,1,12692.57,19.4,37,18,0,370709,623920,0,0
50194,0,193754,0,737,892487,0,1,12866.61,10.2,0,20,0,165414,585706,0,0
